:START_ID(Hut),:END_ID(Hut),distance_km:float
339206155,1356401961,33.36950695923123
339206155,12798384665,44.526280231860895
339206155,1356403016,49.86038129961096
339206157,339295282,9.263601164625118
339206157,1356403681,17.363441621523876
339206157,1356402043,26.102423461858987
339206157,1356403616,29.10237036581594
339206157,12801124335,37.32393997326148
339206157,1356402131,45.17442970449598
339206157,4786913023,49.99591308959408
339206157,1356401961,50.448410792363234
339206157,470930791,50.55902532827108
339206157,339409574,55.56554341324099
339206157,12798384665,61.6051840649929
339206157,1356458489,62.99704016845969
339206157,1356403016,68.22551137353092
339206157,339409580,75.10549621323514
339295282,1356403681,8.306924076186332
339295282,1356403616,9.7468101302984
339295282,1356402043,27.34298125506607
339295282,1356401961,31.092850556845686
339295282,4786913023,38.43962109621697
339295282,12801124335,40.286182707599956
339295282,12798384665,42.24962382947535
339295282,1356402131,48.136672438834445
339295282,1356403016,49.72424938887847
339295282,470930791,53.52126806260955
339295282,339409574,58.527786147579434
339295282,1356458489,65.95928290279818
339295282,339409580,78.06773894757363
339299832,4786913023,8.751266776580291
339299835,1356403797,8.79046660567906
339299835,1356458236,13.377297768449896
339299835,1356402106,22.256821099365382
339305022,1356402628,18.525764940057737
339305022,1356403665,21.997139545615042
339305022,754817948,28.04416615402947
339305022,1356458986,36.593540804856545
339305022,339599366,37.21211256270876
339305022,1356459001,48.46105706648848
339305022,11051031618,52.3009844598846
339305022,12801260925,52.306876656652484
339305022,1356457509,58.460967173709165
339305022,622411605,63.758059644406764
339305022,1356458478,71.40751218879184
339305022,1896395800,72.1336538011922
339326264,7621468648,5.392211113134017
339326264,6137075984,13.952366014185877
339326264,362776138,19.709097824820837
339398252,1935081999,3.8275646882860404
339405682,1356402669,11.03410007513723
339405682,9810716499,11.958627832966078
339405682,339405688,18.806398031450758
339405688,12801170418,15.68670915277759
339405688,1356402669,18.282271305459762
339405688,9810716499,34.90336175129936
339409574,12801124335,18.252542993871305
339409574,339409580,21.69037298324188
339409574,1356402131,45.96053211221451
339409574,1356403681,51.56991794754187
339409574,1356403616,63.44165360622802
339409574,470930791,65.65678376268689
339409574,1356458489,70.5014884746884
339409578,12801124335,11.523653194896065
339409578,12798384665,11.974063676690728
339409580,12801124335,37.79249579386557
339409580,1356402131,65.89587393670276
339409580,1356403681,71.10987074753609
339409582,686379678,19.29373921463414
339409582,339409583,19.29373921463414
339409583,12801187428,27.147117365273715
339409583,686169923,27.147117365273715
339595788,1356699557,5.152320265388079
339595790,1356401816,16.96014924663645
339595794,12804564864,11.36171598298063
339599364,12801260925,10.647711959049197
339599366,1356402628,9.906811040640271
339599366,339599367,17.36110536565596
339599366,1356458986,36.329586333222714
339599366,1356459001,48.197102594854655
339599366,11051031618,52.037029988250794
339599366,12801260925,52.042922185018675
339599366,1356457509,58.197012702075355
339599366,622411605,63.49410517277293
339599366,1356458478,71.14355771715796
339599366,1896395800,71.86969932955832
339599369,339599371,20.46862558723766
339599369,339599370,24.50197815910585
339599369,396226319,29.26966651801499
339599369,6710835200,38.52332318648771
339599369,339599376,41.47850325595451
339599369,339599375,44.837884311631974
339599370,339599371,21.450881488925827
339599370,396226319,30.251922419703167
339599370,6710835200,39.50557908817586
339599370,339599376,42.460759157642684
339599370,339599375,45.82014021332016
339599371,339599375,10.779865351301016
339599371,396226319,11.25214796461858
339599371,6710835200,20.505804633091298
339599371,339599376,23.460984702558097
339599373,1356401174,7.726289249709272
339599375,339599376,5.319467968672857
339599375,396226319,16.110956938936706
339599375,6710835200,32.27322986471165
339599376,339599377,4.588001754700776
339599376,396226319,12.751575883259243
339599376,6710835200,28.913848809034192
362776138,7621468648,23.6216822000946
362776138,6137075984,32.18183710114642
396226319,6710835200,12.916155777741576
470930791,1356402131,21.327640609370963
470930791,1356458489,26.461849480070903
470930791,1356403681,46.56339986257199
470930791,5981708157,49.349453316506484
470930791,12801124335,50.75939297946005
470930791,1356403616,58.43513552125813
614296397,984606087,0.04988697326718243
622411605,1896395800,9.650921304364756
622411605,1356459001,16.95223851010278
622411605,1356457509,24.529429068898143
622411605,1356458986,27.40412902286304
622411605,1356458478,37.475974083980844
622411605,11051031618,43.977923509441354
622411605,12801260925,43.98381570620924
622411605,1356402628,56.49836041248485
624030029,12804604888,0.09040887128645349
686169923,686379678,27.147117365273715
686169923,1356403797,54.132901951081216
686379678,12801187428,27.147117365273715
754817948,1356403665,11.645245368142916
754817948,1896395800,14.839002975204055
799727305,7479421083,46.13589396619342
809206898,5052100722,2.8611854370518115
809206898,12905366256,4.628231395058739
1348454895,12802270079,11.769235504769057
1348454895,3352385982,11.954545237251763
1348454895,13104276488,21.924378502861256
1348454895,1356458616,32.91843130190206
1348454895,3390758693,38.872482421048545
1348454895,12786831128,56.70846112841568
1348454895,1356458724,57.749386694961714
1356401961,12798384665,16.951433810993503
1356401961,1356403016,19.66697819152422
1356401961,1356403616,21.37948100217597
1356401961,1356402043,33.890147124240286
1356401961,4786913023,38.41766970042211
1356402043,4786913023,23.90863506925192
1356402043,1356403616,24.198728965365444
1356402043,1356403016,48.33568365109563
1356402043,12798384665,49.05998161549922
1356402106,1356403797,16.973384989131258
1356402106,1356458478,17.093896999279888
1356402106,1356458236,17.293458094148182
1356402131,1356458489,10.000635047649727
1356402131,5981708157,32.88823888408539
1356402131,1356403681,41.17880423879688
1356402131,12801124335,45.37479735568495
1356402131,1356403616,53.05053989748303
1356402628,1356458986,29.333841572934617
1356402628,1356459001,41.201357834566565
1356402628,11051031618,45.04128522796268
1356402628,12801260925,45.04717742473056
1356402628,1356457509,51.20126794178724
1356402628,1356458478,64.14781295686996
1356402628,1896395800,64.8739545692703
1356402669,9810716499,16.35578028344499
1356402863,4786913022,19.326449475516885
1356403016,12798384665,35.58283264302628
1356403016,1356403616,40.01087983420875
1356403016,4786913023,52.86320622727751
1356403616,1356403681,12.643676167840166
1356403616,4786913023,28.726251541547246
1356403616,12798384665,32.53625427480565
1356403616,12801124335,45.20005016624853
1356403616,1356458489,70.87315036144673
1356403681,12801124335,33.32831450756235
1356403681,1356458489,59.00141470276059
1356403797,1356458236,22.00240124090059
1356403797,12801187428,54.132901951081216
1356457509,1356459001,10.201970514613446
1356457509,1356458478,13.018236529279031
1356457509,1356458986,22.107036552165436
1356457509,1896395800,32.90502322568361
1356457509,11051031618,38.68083103874374
1356457509,12801260925,38.68672323551163
1356458236,1356458478,18.350392160143315
1356458317,1669071479,15.587934033594541
1356458478,1356459001,23.14851552969618
1356458478,1356458986,35.05358156724813
1356458478,1896395800,45.85156824076633
1356458478,11051031618,51.62737605382646
1356458478,12801260925,51.633268250594355
1356458489,5981708157,22.953007076951355
1356458489,12801124335,63.19740781964866
1356458616,3390758693,6.016964121004854
1356458616,1356458724,25.72953301796848
1356458616,12802270079,34.9339438021455
1356458616,3352385982,35.23028109194843
1356458616,13104276488,41.50132745798072
1356458724,3390758693,27.165370441915236
1356458724,12802270079,46.39954745807214
1356458724,3352385982,46.69588474787507
1356458724,13104276488,67.16794747409091
1356458986,1356459001,12.107126444944733
1356458986,11051031618,16.813404669891142
1356458986,12801260925,16.81929686665903
1356458986,1896395800,35.77972317964849
1356459001,1896395800,25.327832666888238
1356459001,11051031618,28.680920931523023
1356459001,12801260925,28.68681312829091
1888765999,7479421083,13.36741787116454
1896395800,11051031618,52.35351766622681
1896395800,12801260925,52.359409862994696
3352385982,12802270079,0.7157335576823941
3352385982,3390758693,38.543493393841366
3352385982,12786831128,42.42653516907216
3352385982,13104276488,76.66869554807081
3390758693,12802270079,38.24715610403844
3390758693,13104276488,47.455378577127206
4786913023,12798384665,53.58750419168107
5052100722,12905366256,1.9738005618133303
5981708157,12801189405,2.7171856010294175
6137075984,7621468648,8.57039771489477
11051031618,12801260925,0.029531927904746916
12786831128,12802270079,52.37809644990094
12798384665,12801124335,30.043384520557293
12801170418,12801170419,23.612096506340464
12801170419,12801170420,18.375296368831343
12801170419,12801189403,35.18159985053781
12801170420,12801189403,16.747557829908736
12801189403,12801189404,12.159993419817196
12802270079,13104276488,76.37235825826791
